brand,name,detail_url,concentration,main_accords,top_notes,middle_notes,base_notes,description,notes_score,season_score,day_night_score,gender,sizes
겔랑,랭스땅 드 겔랑 오 드 퍼퓸,https://www.bysuco.com/product/show/22689,오 드 퍼퓸,플로랄 허니 스위트,오렌지 허니 베르가못 만다린 오렌지,일랑일랑 매그놀리아 자스민,앰버 샌달우드,강렬한 매혹의 향기.,rose(100.0) / oud(97.2) / woody(67.1) / floral(65.6) / herbal(59.2) / fresh spicy(50.7) / leather(46.5) / green(46.0),winter(14.2) / spring(24.1) / summer(3.8) / fall(95.5),day(47.1) / night(25.9),Female,[75]
겔랑,레전더리 미츠코 오 드 퍼퓸,https://www.bysuco.com/product/show/140974,오 드 퍼퓸,얼디 웜 스파이시 아로마틱,베르가못,피치 5월의 장미 자스민,스파이스 루트 베티버,이루어질 수 없는 사랑의 전설 스파이시한 복숭아와 페출리의 비밀스러운 만남,woody(100.0) / warm spicy(94.6) / white floral(83.8) / earthy(83.8) / rose(83.8) / patchouli(83.8) / aromatic(67.7) / fruity(67.7) / floral(56.9) / sweet(46.2),winter(0) / spring(0) / summer(0) / fall(0),day(0) / night(0),Female,[75]
겔랑,레전더리 삼사라 오 드 뚜왈렛,https://www.bysuco.com/product/show/140972,오 드 뚜왈렛,우디 파우더리 옐로우 플로랄,시트러스,일랑일랑 자스민,샌달우드 아이리스 바닐라 통가 빈,자스민과 샌달우드의 조화로 이루어진 신성한 사랑의 향기,warm spicy(100.0) / woody(90.1) / sweet(82.1) / vanilla(70.0) / patchouli(69.7) / rum(69.7) / amber(66.8) / caramel(65.4) / cinnamon(64.7) / balsamic(61.0),winter(14.1) / spring(8.6) / summer(6.3) / fall(100.0),day(35.2) / night(12.1),Female,[75]
겔랑,몽 겔랑 스파클링 부케 오 드 퍼퓸,https://www.bysuco.com/product/show/140968,오 드 퍼퓸,시트러스 플로랄 프레쉬,페어 베르가못 만다린 오렌지,라벤더 피오니 자스민 삼박,타히티안 바닐라 화이트 머스크 샌달 우드,기분 좋은 프루티 앰버 향,citrus(100.0) / floral(94.2) / fresh(84.9) / lavender(82.8) / fruity(72.9) / sweet(70.5) / powdery(68.4) / fresh spicy(66.9) / vanilla(66.5) / aromatic(65.5),winter(42.8) / spring(32.0) / summer(2.9) / fall(21.3),day(100.0) / night(71.5),Female,"[50, 100]"
겔랑,몽 겔랑 오 드 퍼퓸,https://www.bysuco.com/product/show/22686,오 드 퍼퓸,바닐라 라벤더 우디,라벤더 베르가못,아이리스 자스민 삼박 로즈,타이티안 바닐라 쿠마린 호주산 샌달우드 리코리스 벤조인 페출리,보이지 않는 나만의 문신 같은 나의 향기,vanilla(100.0) / lavender(71.5) / woody(70.3) / aromatic(67.8) / powdery(64.7) / balsamic(59.7) / sweet(59.0) / warm spicy(54.2) / fresh spicy(48.9) / iris(48.1),winter(16.7) / spring(28.4) / summer(2.8) / fall(81.8),day(86.4) / night(39.7),Female,"[30, 50, 100]"
겔랑,몽 겔랑 오 드 퍼퓸 인텐스,https://www.bysuco.com/product/show/140963,오 드 퍼퓸,바닐라 우디 라벤더,라벤더 만다린 오렌지 베르가못,타히티안 바닐라 마다가스카르 바닐라 아이리스 로즈 자스민 삼박,쿠마린 페출리 리코리쉬 벤조인 오스트레일리아 샌달우드 화이트 머스크,독특하고 감각적인 우디 앰버,lavender(100.0) / aromatic(81.3) / vanilla(77.8) / citrus(77.8) / powdery(76.7) / sweet(64.3) / fresh spicy(62.7) / woody(59.2) / floral(54.5) / iris(53.3),winter(0.0) / spring(0.0) / summer(12.5) / fall(100.0),day(100.0) / night(44.4),Female,"[30, 50, 100]"
겔랑,샹젤리제 오 드 뚜왈렛,https://www.bysuco.com/product/show/140977,오 드 뚜왈렛,플로랄 옐로우 플로랄 우디,미모사 잎 로즈 페탈,미모사 부들레아 블랙 커런트,아몬드 트리 우디 노트 히비스커스 씨앗 바닐라,빛의 도시에서 만난 향기,floral(100.0) / rose(99.3) / citrus(77.9) / fresh(72.9) / fruity(62.9) / powdery(53.7) / musky(51.5) / sweet(45.5),winter(19.7) / spring(9.3) / summer(0.5) / fall(16.9),day(100.0) / night(77.8),Female,[75]
겔랑,샹젤리제 오 드 퍼퓸,https://www.bysuco.com/product/show/22688,오 드 퍼퓸,플로랄 옐로우 플로랄 우디,미모사 리프 로즈 페탈,미모사 부들레아 카시스,아몬드 트리 우디 노트 바닐라 히비스커스 씨드,빛의 도시에서 만난 향기,floral(100.0) / yellow floral(72.9) / powdery(61.1) / woody(59.8) / green(58.6) / sweet(46.0),winter(43.8) / spring(23.3) / summer(7.5) / fall(31.1),day(100.0) / night(67.7),Female,[75]
겔랑,아쿠아 알레고리아 그라나다 살비아 오 드 뚜왈렛,https://www.bysuco.com/product/show/22697,오 드 뚜왈렛,우디 아로마틱 프루티,블랙 커런트 레몬 베르가못,석류 세이지 로즈 시프레,화이트 머스크 모스 페출리,블랙커런트 사이프러스 레몬 베르가못 노트의 신선함이 느껴지는 감미로운 석류 어코드와 화이트 머스크 모스 패츌리 위에 펼쳐지는 우아한 세이지와 장미향이 조화롭게 어우러집니다.,woody(100.0) / aromatic(88.3) / fruity(85.2) / citrus(82.2) / fresh spicy(70.3) / soft spicy(56.5) / herbal(52.0) / musky(51.9) / rose(48.3) / floral(47.5),winter(25.9) / spring(16.5) / summer(1.6) / fall(12.4),day(83.2) / night(100.0),Unisex,[75]
겔랑,아쿠아 알레고리아 로사 로싸 오 드 뚜왈렛,https://www.bysuco.com/product/show/22699,오 드 뚜왈렛,로즈 플로랄 프루티,리치 블랙 커런트 베르가못 레몬,로즈 피오니,화이트 머스크 이소이수퍼 시더 샌달우드,부드럽고 머스키한 샌달우드 속에서 수줍게 피어나는 장미 향에 블랙 커런트와 리치의 프루티 노트가 더해지며 화사하고 싱그러운 매력을 더합니다.,green(100.0) / aquatic(87.3) / ozonic(86.0) / rose(84.3) / aromatic(67.8) / fresh spicy(66.4) / citrus(65.7) / powdery(61.2) / floral(57.2) / musky(51.6),winter(62.1) / spring(46.0) / summer(11.2) / fall(2.0),day(84.0) / night(100.0),Female,[75]
겔랑,아쿠아 알레고리아 로사 팔리산드로 포르테 오 드 퍼퓸,https://www.bysuco.com/product/show/140957,오 드 퍼퓸,우디 로즈 아로마틱,코리안더 레몬 알데하이드,다마스크 로즈 팰리샌더 로즈우드 제라늄,샌달우드 페출,터키쉬 로즈의 섬세함으로 더욱 빛을 발하는 로즈우드,woody(100.0) / rose(82.3) / aromatic(76.3) / warm spicy(63.5) / fresh spicy(55.6) / balsamic(50.1) / herbal(47.6) / amber(45.5) / powdery(45.2) / patchouli(44.2),winter(45.2) / spring(65.6) / summer(17.8) / fall(73.2),day(93.9) / night(57.9),Unisex,[75]
겔랑,아쿠아 알레고리아 베르가못 칼라브리아 오 드 뚜왈렛,https://www.bysuco.com/product/show/22704,오 드 뚜왈렛,시트러스 웜 스파이시 아로마틱,칼라브리안 베르가못 페티그레인,진저 카다멈,화이트 머스크 우디 노트,스파이시함과 따뜻함을 더하고 부드럽게 감싸며 마무리하는 향,citrus(100.0) / fresh spicy(82.0) / aromatic(65.2) / woody(54.1) / warm spicy(47.4) / green(46.3) / musky(45.7),winter(21.9) / spring(20.7) / summer(1.2) / fall(7.2),day(65.1) / night(100.0),Unisex,[75]
겔랑,아쿠아 알레고리아 보스카 바닐라 포르테 오 드 퍼퓸,https://www.bysuco.com/product/show/140956,오 드 퍼퓸,바닐라 우디 파우더리,베르가못 유칼립투스,쏠라 노트 드라이플라워,바닐라 앱솔루트 드리프트우드 머스,햇살을 머금은 바닐라의 짙은 향기를 포근하게 감싼 유목 어코드,woody(100.0) / powdery(90.9) / musky(67.9) / violet(56.5) / aromatic(46.1) / amber(44.8) / floral(44.3),winter(30.6) / spring(52.4) / summer(4.3) / fall(62.7),day(85.8) / night(37.5),Unisex,[75]
겔랑,아쿠아 알레고리아 오드 유주 포르테 오 드 퍼퓸,https://www.bysuco.com/product/show/140958,오 드 퍼퓸,시트러스 우디 프레쉬 스파이시,칼라브리안 베르가못 페티그레인,진저 카다멈,화이트 머스크 우디 노트,강렬한 오드 우드와 상큼한 유주의 눈부신 조화,woody(100.0) / citrus(78.9) / oud(76.3) / leather(67.0) / aromatic(63.4) / powdery(58.3) / fresh spicy(55.9) / animalic(51.4) / musky(49.3) / balsamic(46.7),winter(16.6) / spring(11.9) / summer(3.5) / fall(98.5),day(69.4) / night(31.7),Unisex,[75]
겔랑,아쿠아 알레고리아 페라 그라니타 오 드 뚜왈렛,https://www.bysuco.com/product/show/22702,오 드 뚜왈렛,시트러스 프루티 스위트,그레이프 프룻 레몬 베르가못,페어 오렌지 블라썸 오스만투스 헤디온,화이트 머스크 시더 모스,과즙을 듬뿍 머금은 페어 노트에 자몽과 레몬의 상큼함이 가미된 그라니타의 향긋함이 더해지며 프루티 애프리콧 노트가 우디 머스키 향 위에서 부드럽고 달콤한 향을 발산합니다.,citrus(100.0) / fruity(59.2) / sweet(49.1) / fresh(47.1) / fresh spicy(47.0) / aromatic(46.7) / floral(46.2),winter(21.3) / spring(21.2) / summer(1.0) / fall(7.5),day(73.0) / night(100.0),Female,[75]
겔랑,아쿠아 알레고리아 포르테 로사 로싸 오 드 퍼퓸,https://www.bysuco.com/product/show/22698,오 드 퍼퓸,로즈 프루티 우디,피치 핑크 페퍼 카시스 아몬드,불가리안 로즈 다마스크 로즈,벤조인 페출리 샌달우드,감미로운 우디 베이스 위에서 햇살을 머금고 활짝 피어난 스윗 로즈와 상큼한 화이트 피치의 섬세한 조화를 선보입니다,rose(100.0) / fruity(71.9) / woody(62.7) / soft spicy(57.1) / warm spicy(55.3) / floral(52.6) / amber(49.7) / patchouli(49.7) / aromatic(48.4) / sweet(48.0),winter(31.1) / spring(12.6) / summer(2.1) / fall(28.0),day(100.0) / night(84.6),Female,[75]
겔랑,아쿠아 알레고리아 포르테 만다린 바질릭 오 드 퍼퓸,https://www.bysuco.com/product/show/22693,오 드 퍼퓸,시트러스 프레쉬 스파이시 그린,만다린 오렌지 바질 카시스,오렌지 블라썸 허니 아니스 불가리안 로즈,바닐라 샌달우드,태양의 입맞춤과 같은 생생한 시트러스 향.,citrus(100.0) / sweet(58.4) / green(58.2) / fresh spicy(57.6) / aromatic(57.5) / white floral(53.9) / honey(50.4) / vanilla(50.1) / fruity(47.7),winter(24.4) / spring(12.8) / summer(3.2) / fall(21.7),day(85.2) / night(100.0),Female,[75]
겔랑,아쿠아 알레고리아 플로라 살바지아 오 드 뚜왈렛,https://www.bysuco.com/product/show/22701,오 드 뚜왈렛,프레쉬 아쿠아틱 바이올렛,워터리 노트 바이올렛 멜론 와일드 플라워,솔라 노트 자스민 오렌지 블라썸,바이올렛 아이리스 화이트 머스크,싱그럽게 반짝이는 향,fresh(100.0) / aquatic(97.2) / violet(80.0) / powdery(77.7) / floral(75.4) / ozonic(56.5) / iris(49.2) / musky(45.8) / white floral(45.6) / herbal(44.8),winter(41.8) / spring(28.1) / summer(2.2) / fall(9.0),day(90.4) / night(100.0),Female,[75]
겔랑,아쿠아 알레고리아 플로라블룸 오 드 뚜왈렛,https://www.bysuco.com/product/show/22692,오 드 뚜왈렛,튜베로즈 트로피칼 화이트 플로랄,망고 베르가못 라임,튜베로즈 로즈 아이리스 바이올렛,코코넛 머스크 샌달우드,플로라블룸은 폭우가 내린 후 사막에 활짝 피어난 수많은 꽃들의 모습에서 영감을 받아 무지갯빛 부케의 다채로운 매력을 유쾌하게 펼쳐내는 플로럴 향수,powdery(100.0) / tuberose(91.8) / tropical(91.0) / sweet(90.9) / fruity(87.8) / white floral(79.4) / violet(74.1) / woody(71.5) / musky(71.1) / coconut(68.0),winter(36.3) / spring(26.8) / summer(8.5) / fall(22.4),day(100.0) / night(88.7),Unisex,[75]
겔랑,아쿠아 알레고리아 플로라블룸 오 드 퍼퓸,https://www.bysuco.com/product/show/22691,오 드 퍼퓸,튜베로즈 트로피칼 화이트 플로랄,망고 베르가못 라임,튜베로즈 로즈 아이리스 바이올렛,코코넛 머스크 샌달우드,플로라블룸은 폭우가 내린 후 사막에 활짝 피어난 수많은 꽃들의 모습에서 영감을 받아 무지갯빛 부케의 다채로운 매력을 유쾌하게 펼쳐내는 플로럴 향수,lavender(100.0) / aromatic(66.5) / fresh spicy(65.2) / citrus(58.3) / green(57.8) / yellow floral(50.0) / fresh(47.5) / herbal(45.4),winter(20.0) / spring(13.3) / summer(3.3) / fall(25.0),day(100.0) / night(81.2),Unisex,[75]
구찌,길티 뿌르 옴므 오 드 뚜왈렛,https://www.bysuco.com/product/show/141224,오 드 뚜왈렛,시트러스 라벤더,라벤더 아말피 레몬,아프리카 오렌지 플라워,연필향 나무 파츌리 바닐라,익숙하면서도 세련 된 느낌을 선사하는 은은하면서도 남성적인 시트러스 꽃 향,fresh spicy(100.0) / fruity(98.1) / citrus(95.9) / floral(68.6) / fresh(54.9) / patchouli(50.6) / woody(50.0) / leather(50.0) / soft spicy(44.7),winter(36.0) / spring(23.6) / summer(3.4) / fall(23.1),day(98.5) / night(93.8),Male,"[50, 90]"
구찌,길티 뿌르 옴므 오 드 퍼퓸,https://www.bysuco.com/product/show/22546,오 드 퍼퓸,우디 프레쉬 스파이시,주니퍼 라벤더 레몬,오렌지 블로썸 너트맥 스페니쉬 랍다넘,드라이우드 패츌리 머스크,미스테리하고 관능적이며 우디 스파이시 향,citrus(100.0) / lavender(82.7) / woody(77.3) / white floral(69.4) / aromatic(69.2) / patchouli(57.8) / sweet(47.6) / vanilla(45.9) / fresh spicy(45.8),winter(22.0) / spring(46.4) / summer(2.1) / fall(31.1),day(100.0) / night(83.8),Male,"[50, 90, 150]"
구찌,길티 뿌르 옴므 퍼퓸,https://www.bysuco.com/product/show/9930,퍼퓸,우디 프레쉬 스파이시 아로마틱,주니퍼 라벤더 레몬,오렌지 블라썸 너트맥 스패니시,페출리 드라이 우드 머스크,프렌치 라벤더와 경쾌한 레몬의 가볍고 부드럽고 모던한 향이 주니퍼의 따듯함과 완벽하게 어우러진다.,woody(100.0) / fresh spicy(86.0) / aromatic(83.7) / citrus(60.4) / lavender(59.9) / musky(55.4) / white floral(52.8) / patchouli(52.8),winter(52.0) / spring(24.2) / summer(6.9) / fall(82.3),day(96.5) / night(69.6),Male,[90]
구찌,길티 뿌르 팜므 오 드 뚜왈렛,https://www.bysuco.com/product/show/9923,오 드 뚜왈렛,플로랄 프루티 머스크,핑크 페퍼 만다린 오렌지,라일락 피치 자스민 라즈베리 제라늄 블랙 커런트,화이트 머스크 앰버 페출리 바닐라,가볍고 신선한 여성스러운 향,vanilla(100.0) / white floral(89.3) / warm spicy(76.0) / powdery(72.2) / iris(66.6) / amber(65.0) / floral(61.5) / citrus(59.7) / fresh spicy(59.5) / sweet(59.3),winter(15.2) / spring(10.1) / summer(8.8) / fall(95.6),day(96.1) / night(43.9),Female,"[30, 50, 90]"
구찌,길티 뿌르 팜므 오 드 퍼퓸,https://www.bysuco.com/product/show/9903,오 드 퍼퓸,플로랄 바이올렛 시트러스,핑크 페퍼 만다린 오렌지 베르가못,라일락 바이올렛 제라늄 로즈,페출리 앰버,자기 표현과 두려움 없는 모습을 상징합니다.,vanilla(100.0) / white floral(89.3) / warm spicy(76.0) / powdery(72.2) / iris(66.6) / amber(65.0) / floral(61.5) / citrus(59.7) / fresh spicy(59.5) / sweet(59.3),winter(15.2) / spring(10.1) / summer(8.8) / fall(95.6),day(96.1) / night(43.9),Female,"[30, 50, 90]"
구찌,길티 앱솔루트 뿌르 옴므 오 드 퍼퓸,https://www.bysuco.com/product/show/141228,오 드 퍼퓸,우디 레더,레더,사이프러스 파츌리,우디 노트 베티버,자유로운 사랑에 대한 관념을 함께 표현하고 자유를 향한 여정을 선사하는 향,rose(100.0) / oud(93.6) / fruity(85.5) / woody(75.9) / patchouli(68.5) / leather(66.1) / earthy(65.3) / amber(59.4) / sweet(56.8) / animalic(53.9),winter(13.5) / spring(16.6) / summer(1.2) / fall(100.0),day(46.8) / night(13.5),Male,[50]
구찌,길티 앱솔루트 뿌르 팜므 오 드 퍼퓸,https://www.bysuco.com/product/show/141221,오 드 퍼퓸,우디 프루티,블랙베리 핑크페퍼 베르가못,사이퍼러스 불가리아 로즈 우디 노트 베티버,인디안 파츌리 앰버,시프레 플로럴을 시프레 프루티 향으로 서서히 발전시키며 전통적인 여성 향의 틀을 깨는 향,woody(100.0) / fruity(69.0) / rose(63.5) / aromatic(60.9) / patchouli(52.1) / sweet(49.7) / fresh spicy(47.2) / earthy(44.7),winter(18.3) / spring(32.3) / summer(3.2) / fall(77.4),day(61.0) / night(30.9),Female,[90]
구찌,길티 엘릭서 드 퍼퓸 뿌르 옴므 오 드 퍼퓸,https://www.bysuco.com/product/show/141216,오 드 퍼퓸,바닐라 화이트 플로랄,오렌지 블로썸 육두구 피멘토 씨즈,오렌지 블로썸 오리스 오스만투스,바닐라 벤조인 파츌리 암브로픽스,바닐린 추출물을 더해 오리지널 에센스를 더욱 돋보이게 하고 고귀한 감각의 오리스 버터를 첨가하여 따뜻하고 포근한 향을 선사,vanilla(100.0) / white floral(89.3) / warm spicy(76.0) / powdery(72.2) / iris(66.6) / amber(65.0) / floral(61.5) / citrus(59.7) / fresh spicy(59.5) / sweet(59.3),winter(15.2) / spring(10.1) / summer(8.8) / fall(95.6),day(96.1) / night(43.9),Male,[60]
구찌,길티 엘릭서 드 퍼퓸 뿌르 팜므 오 드 퍼퓸,https://www.bysuco.com/product/show/141215,오 드 퍼퓸,플로랄 바닐라,바이올렛 만도라 베르가못,위스테리아 오스만투스 로즈,통카빈 파츌리 바닐라,세련된 위스테리아 어코드와 과일 향이 나는 만도라가 매혹적인 바닐라 앱솔루트와 통카 빈과 완벽하게 어우러지는 향,vanilla(100.0) / white floral(89.3) / warm spicy(76.0) / powdery(72.2) / iris(66.6) / amber(65.0) / floral(61.5) / citrus(59.7) / fresh spicy(59.5) / sweet(59.3),winter(15.2) / spring(10.1) / summer(8.8) / fall(95.6),day(96.1) / night(43.9),Male,[60]
구찌,길티 인텐스 뿌르 팜므 오 드 퍼퓸,https://www.bysuco.com/product/show/9931,오 드 퍼퓸,우디 프루티 스위트,바이올렛 만도라 리치,플럼 튜베로즈 일랑일랑,페출리 바닐라 베티버,클래식한 구찌 길티 포 허를 재해석해 향의 매력을 최고조로 끌어올렸습니다.,woody(100.0) / fruity(92.8) / sweet(87.5) / patchouli(83.7) / violet(81.3) / powdery(74.9) / tuberose(66.5) / earthy(66.4) / yellow floral(61.6) / vanilla(60.1),winter(36.5) / spring(27.1) / summer(9.7) / fall(95.3),day(50.4) / night(25.5),Female,"[30, 50, 90]"
구찌,뱀부 오 드 뚜왈렛,https://www.bysuco.com/product/show/141242,오 드 뚜왈렛,화이트 플로랄 시트러스,시칠리아 베르가못 오렌지 블로썸 배 이탈리안 만다린,카사블랑카 릴리 자스민 일랑일랑,화이트 머스크 용연향 타히티안 바닐라 산달우드,샌들우드와 그레이 앰버는 여성스러움을 더해 주고 우디한 향과 적절한 조화를 이루는 향,citrus(100.0) / green(93.4) / fresh(76.9) / woody(72.1) / fresh spicy(67.2) / aromatic(55.4) / floral(46.8) / earthy(45.0) / yellow floral(44.1),winter(29.4) / spring(25.0) / summer(4.0) / fall(8.7),day(93.0) / night(100.0),Unisex,[30]
구찌,뱀부 오 드 퍼퓸,https://www.bysuco.com/product/show/141239,오 드 퍼퓸,화이트 플로랄 시트러스,베르가못,카사블랑카 릴리 일랑 일랑 오렌지 블로썸,산달우드 타히티안 바닐라 앰버,샌들우드와 그레이 앰버는 여성스러움을 더해 주고 우디한 향과 적절한 조화를 이루는 향,citrus(100.0) / green(93.4) / fresh(76.9) / woody(72.1) / fresh spicy(67.2) / aromatic(55.4) / floral(46.8) / earthy(45.0) / yellow floral(44.1),winter(29.4) / spring(25.0) / summer(4.0) / fall(8.7),day(93.0) / night(100.0),Unisex,"[30, 75]"
구찌,블룸 암브로시아 디 피오리 오 드 퍼퓸,https://www.bysuco.com/product/show/141236,오 드 퍼퓸,화이트 플로랄,자스민 인동덩굴,튜베로즈,다마스크 로즈 오리스,고귀하고 희귀한 꽃의 노트들이 한 번에 만개하는 듯한 느낌을 선사하는 향,white floral(100.0) / tuberose(64.5) / rose(45.9) / iris(44.2) / animalic(43.5),winter(24.8) / spring(35.0) / summer(5.6) / fall(53.2),day(100.0) / night(62.0),Female,"[30, 50]"
구찌,블룸 오 드 뚜왈렛,https://www.bysuco.com/product/show/9928,오 드 뚜왈렛,화이트 플로랄 튜베로즈,자스민,튜베로즈,라군 크리퍼,자스민 튜베로즈 라군 크리퍼의 조합이 달콤한 네롤리 어코드와 어우러지면서 신선하게 다가온다,rose(100.0) / floral(79.5) / fresh(72.2) / fruity(68.5) / green(56.7) / woody(56.1) / citrus(52.9) / aromatic(49.4) / tropical(49.1) / musky(48.6),winter(18.1) / spring(15.3) / summer(11.1) / fall(74.6),day(100.0) / night(88.1),Female,[100]
구찌,블룸 오 드 퍼퓸,https://www.bysuco.com/product/show/9945,오 드 퍼퓸,화이트 플로랄 튜베로즈,자스민,튜베로즈,라군 크리퍼,자스민 튜베로즈 랑군 크리퍼의 조합이 달콤한 네롤리 어코드와 어우러지면서 신선하게 다가온다.,rose(100.0) / floral(79.5) / fresh(72.2) / fruity(68.5) / green(56.7) / woody(56.1) / citrus(52.9) / aromatic(49.4) / tropical(49.1) / musky(48.6),winter(18.1) / spring(15.3) / summer(11.1) / fall(74.6),day(100.0) / night(88.1),Female,"[30, 50, 100]"
구찌,블룸 인텐스 오 드 퍼퓸,https://www.bysuco.com/product/show/22532,오 드 퍼퓸,화이트 플로랄,배 진저 만다린 오렌지,튜베로즈 나이트 블루밍 자스민 자스민 삼박 오렌지 블라썸,패츌리 모스 코코넛,몽환적인 화이트플로랄 부케의 향,white floral(100.0) / fruity(56.0) / tuberose(53.9) / sweet(52.7) / earthy(45.2) / citrus(45.1),winter(41.4) / spring(27.6) / summer(10.3) / fall(57.5),day(100.0) / night(60.5),Female,"[30, 100, 10]"
구찌,알케미스트 가든 어 플로럴 벌스 오 드 퍼퓸,https://www.bysuco.com/product/show/22548,오 드 퍼퓸,화이트 플로랄 그린,자스민 삼박,블랙 티,화이크 머스크,자스민과 블랙티가 조화롭게 어우러지는 향,white floral(100.0) / musky(74.3) / green(72.0) / fresh(58.0) / powdery(52.2) / floral(44.0) / ozonic(44.0),winter(47.3) / spring(10.9) / summer(14.5) / fall(39.2),day(100.0) / night(72.5),Unisex,[100]
구찌,플로라 골저스 매그놀리아 오 드 퍼퓸,https://www.bysuco.com/product/show/22538,오 드 퍼퓸,플로랄 코코넛,듀베리 코코넛,매그놀리아 자스민 삼박 클레어리 세이지,머스크 패츌리 블론드우드,활기차고 빛나며 고귀한 감각을 담은 향인 매그놀리아 향,floral(100.0) / coconut(85.7) / fruity(77.2) / musky(70.4) / sweet(67.5) / white floral(66.3) / citrus(58.9) / patchouli(56.8) / lactonic(53.8) / powdery(50.2),winter(43.3) / spring(22.5) / summer(5.7) / fall(25.6),day(100.0) / night(78.1),Female,"[30, 50, 100]"
구찌,플로라 골저스 자스민 오 드 퍼퓸,https://www.bysuco.com/product/show/9934,오 드 퍼퓸,시트러스 화이트 플로랄,이탈리안 만다린 베르가못 블랙페퍼,자스민 자스민 삼박 매그놀리아 다마스크 로즈,벤조인 오스트리안 샌달우드 패츌리,자스민 정원을 거니는 착각을 불러일으키는 향.,citrus(100.0) / white floral(91.6) / floral(83.9) / woody(55.3) / fresh spicy(53.7) / warm spicy(53.0) / rose(44.7) / amber(44.5),winter(46.0) / spring(28.5) / summer(7.5) / fall(16.2),day(100.0) / night(74.9),Female,"[30, 50, 100]"
끌로에,끌로에 루미네즈 오 드 퍼퓸,https://www.bysuco.com/product/show/30692,오 드 퍼퓸,바닐라 화이트 플로랄 앰버,자스민 삼박,로즈,발사믹 노트 바닐라 앰버,바닐라와 아름다운 장미를 중심으로 해석된 끌로에,citrus(100.0) / woody(92.2) / fresh spicy(79.3) / aromatic(77.1) / earthy(60.5) / warm spicy(54.7),winter(9.6) / spring(15.5) / summer(2.2) / fall(50.4),day(92.1) / night(71.4),Female,"[30, 50]"
끌로에,끌로에 시그니처 나츄렐 오 드 퍼퓸,https://www.bysuco.com/product/show/30702,오 드 퍼퓸,로즈 시트러스 플로랄,시트론 블랙 커런트,로즈 네롤리,미모사 시더,오가닉 로즈의 모던한 향을 담은 향,rose(100.0) / citrus(95.4) / floral(87.0) / yellow floral(78.5) / woody(74.7) / powdery(69.1) / fruity(64.9) / green(49.3) / sweet(48.6) / fresh(48.0),winter(48.0) / spring(47.7) / summer(10.0) / fall(16.4),day(100.0) / night(76.2),Female,[50]
끌로에,끌로에 시그니처 나츄렐 인텐스 오 드 퍼퓸,https://www.bysuco.com/product/show/30695,오 드 퍼퓸,로즈 시트러스 플로랄,시트론 블랙 커런트,로즈 네롤리,미모사 시더,100% 천연 유래 향료를 사용한 향,powdery(100.0) / woody(96.6) / aldehydic(85.2) / fresh(81.0) / iris(80.7) / white floral(77.8) / musky(74.9) / earthy(74.4) / citrus(67.0) / yellow floral(66.0),winter(3.9) / spring(84.0) / summer(3.9) / fall(89.5),day(46.1) / night(27.1),Female,"[50, 30]"
끌로에,끌로에 오 드 퍼퓸,https://www.bysuco.com/product/show/140881,오 드 퍼퓸,플로랄 로즈 프레쉬,피오니 리치 프리지아,로즈 릴리오브더밸리 매그놀리아,버지니아 시더 앰버,숭고하며 기품있는 장미의 향,floral(100.0) / rose(87.0) / fresh(69.5) / fruity(45.1) / white floral(44.4),winter(17.3) / spring(41.5) / summer(3.7) / fall(35.2),day(93.0) / night(56.9),Female,[50]
끌로에,노마드 뉘 드 이집트 오 드 퍼퓸,https://www.bysuco.com/product/show/140891,오 드 퍼퓸,스위트 화이트 플로랄 앰버,미르 시나몬 진저,오렌지 블라썸 금작화 카이피,바닐라 오포포낙스 향부자,인류 최초의 향수로 알려진 고대 카이피에서 영감을 받은 이 매력적인 향,sweet(100.0) / white floral(98.8) / amber(96.0) / vanilla(86.0) / balsamic(71.6) / citrus(68.7) / warm spicy(68.5) / cinnamon(56.4) / yellow floral(50.3) / fresh spicy(47.4),winter(42.1) / spring(24.3) / summer(5.0) / fall(66.7),day(81.8) / night(66.7),Female,"[30, 50]"
끌로에,노마드 오 드 퍼퓸,https://www.bysuco.com/product/show/140893,오 드 퍼퓸,우디 시트러스 프루,미라벨 베르가못 레몬 오렌지,프리지아 피치 자스민 로즈,오크모스 파출리 앰버우드 화이트 머스크 샌달우드,발랄한 플로럴 분위기가 선보이는 상쾌하고 부드러운 향,woody(100.0) / citrus(92.4) / fruity(85.3) / mossy(84.9) / earthy(78.0) / floral(74.5) / sweet(66.0) / powdery(57.7) / warm spicy(56.2) / patchouli(53.8),winter(27.2) / spring(36.5) / summer(3.9) / fall(44.1),day(92.7) / night(59.0),Female,[30]
끌로에,노마드 자스민 나츄렐 오 드 퍼퓸,https://www.bysuco.com/product/show/22080,오 드 퍼퓸,스위트 프루티 바닐라,데이트 미라벨,이집트 자스민 프리지아,바닐라 샌달우드 오크모스,천연 재료들로 마치 당장이라도 뛰어나올 것 같은 느낌의 상쾌한 어우러짐을 선보이는 향,amber(100.0) / citrus(91.0) / fresh spicy(73.3) / musky(70.4) / aquatic(69.0) / warm spicy(64.1) / woody(54.0) / fresh(52.1) / aromatic(51.0) / smoky(49.8),winter(19.6) / spring(15.3) / summer(3.0) / fall(44.5),day(99.2) / night(100.0),Female,"[30, 50, 75]"
