brand,name,detail_url,concentration,main_accords,top_notes,middle_notes,base_notes,description,notes_score,season_score,day_night_score,gender,sizes
메종 마르지엘라,스프링타임 인 어 파크 오 드 뚜왈렛,https://www.bysuco.com/product/show/9588,오 드 뚜왈렛,화이트 플로랄 프레쉬 머스크,,,,섬세하고 부드러운 꽃이 핀 오후의 낭만적인 공원의 활기 가득한 느낌,white floral(100.0) / fresh(88.9) / musky(75.0) / fruity(72.2) / green(63.6) / sweet(62.6) / powdery(52.5) / aquatic(52.5),winter(52.6) / spring(24.6) / summer(4.8) / fall(4.5),day(100.0) / night(60.1),Unisex,[100]
메종 마르지엘라,애프터눈 딜라이트 오 드 뚜왈렛,https://www.bysuco.com/product/show/3406086,오 드 뚜왈렛,바닐라 스위트 파우더,,,,공기를 가득 채우는 따듯한 마들렌의 향,aromatic(100.0) / patchouli(97.0) / woody(77.2) / soft spicy(71.0) / warm spicy(63.5) / fresh spicy(59.5) / earthy(56.8) / ozonic(52.4) / balsamic(50.1) / citrus(47.7),winter(23.3) / spring(17.4) / summer(2.0) / fall(82.9),day(68.1) / night(31.2),Unisex,[100]
메종 마르지엘라,어텀 바이브 오 드 뚜왈렛,https://www.bysuco.com/product/show/10440,오 드 뚜왈렛,우디 파우더리 프레쉬 스파이시,카다멈 핑크 페퍼,너트맥 메이플 캐럿 씨드,시더 모스,자연의 순수함을 닮은 향,woody(100.0) / powdery(73.2) / fresh spicy(69.6) / warm spicy(66.8) / mossy(60.3) / aromatic(56.8) / soft spicy(55.6) / musky(51.3) / earthy(51.2),winter(61.6) / spring(56.9) / summer(19.8) / fall(41.2),day(13.1) / night(5.0),Unisex,"[30, 100]"
메종 마르지엘라,언더 더 레몬 트리 오 드 뚜왈렛,https://www.bysuco.com/product/show/694052,오 드 뚜왈렛,시트러스 그린 아로마틱,라임 페티그레인 카다멈,그린티 마테 코리안더,화이트 머스크 시더 록 로즈,따뜻한 여름날 레몬나무 아래서 낮잠을 자는듯한 상쾌한 시트러스의 상큼한 향,citrus(100.0) / green(73.9) / aromatic(72.6) / woody(55.5) / fresh spicy(54.1) / musky(49.4) / conifer(47.3),winter(43.7) / spring(21.1) / summer(4.6) / fall(3.7),day(81.0) / night(100.0),Unisex,[100]
메종 마르지엘라,언더 더 스타즈 오 드뚜왈렛,https://www.bysuco.com/product/show/694053,오 드 뚜왈렛,레더 우디 프레쉬 스파이시,블랙 페퍼,레더,아가우드 라브다넘,따뜻하고 앰버리한 느낌으로 감각적이고 편안한 자연 속 밤의 따뜻한,leather(100.0) / oud(94.1) / fresh spicy(74.2) / animalic(65.0) / amber(63.6) / smoky(51.0),winter(48.0) / spring(62.2) / summer(41.2) / fall(100.0),day(20.7) / night(10.0),Unisex,"[30, 100]"
메종 마르지엘라,온 어 데이트 오 드 뚜왈렛,https://www.bysuco.com/product/show/32446,오 드 뚜왈렛,로즈 프루티 우디,블랙커런트 시럽 핑크 페퍼 베르가못,로즈 제라늄 다바나,페출리 모스 베티버 머스크,해질녘 마법 같은 데이트와 같은 향,rose(100.0) / fruity(97.6) / aromatic(88.0) / woody(87.5) / soft spicy(67.1) / floral(66.6) / earthy(66.5) / fresh spicy(65.7) / patchouli(61.8) / green(56.8),winter(52.4) / spring(48.1) / summer(19.8) / fall(29.8),day(100.0) / night(72.2),Unisex,"[30, 100]"
메종 마르지엘라,웬 더 레인 스탑스 오 드 뚜왈렛,https://www.bysuco.com/product/show/10460,오 드 뚜왈렛,아쿠아틱 우디 그린,그린 노트 베르가못 핑크 페퍼,워터리 노트 레인 노트 터키쉬 로즈 자스민,소나무 모스 패패츌리,기억 속 다양한 순간의 시간과 장소를 담아 낸 향수,aquatic(100.0) / woody(69.7) / green(65.7) / ozonic(53.7) / rose(53.3) / aromatic(51.1) / mossy(50.1) / earthy(49.7) / fresh(49.2) / citrus(46.0),winter(67.2) / spring(40.1) / summer(7.9) / fall(15.3),day(100.0) / night(74.7),Unisex,"[30, 100]"
메종 마르지엘라,재즈 클럽 오 드 뚜왈렛,https://www.bysuco.com/product/show/32956,오 드 뚜왈렛,타바코 스위트 럼,핑크페퍼 네롤리 레몬,럼 자바 제티버 오일 세이지,타바코 리프 바닐라 빈 때죽나무,프라이빗 재즈 클럽에서 느껴지는 남성적이고 활기찬 향,tobacco(100.0) / sweet(88.9) / rum(83.8) / vanilla(83.2) / woody(71.6) / aromatic(66.5) / soft spicy(63.8) / amber(51.5) / powdery(46.0) / warm spicy(45.6),winter(19.3) / spring(14.0) / summer(4.5) / fall(97.7),day(22.5) / night(11.5),Male,"[30, 100, 10]"
메종 마르지엘라,커피 브레이크 오 드 뚜왈렛,https://www.bysuco.com/product/show/610026,오 드 뚜왈렛,라벤더 바닐라 커피,페퍼 오렌지 블로썸 패출리,라벤더 커피 우유 통카빈 키프로올 벤조인 시,바닐라 시더 베티,부드러운 커피의 따뜻한 향기를 느낄 수 있는 향,lavender(100.0) / vanilla(90.5) / coffee(82.8) / warm spicy(80.9) / aromatic(75.9) / lactonic(72.2) / fresh spicy(62.8) / sweet(59.2) / woody(59.0) / amber(54.4),winter(38.2) / spring(22.9) / summer(4.2) / fall(78.3),day(40.7) / night(16.4),Unisex,[100]
메종 마르지엘라,프롬 더 가든 오 드 뚜왈렛,https://www.bysuco.com/product/show/610024,오 드 뚜왈렛,아로마틱 프레쉬 스파이시,토마토잎 그린 만다린,제라늄,패출리,정원에서 보낸 화창한 오후의 기억을 떠올리게 하는 향,aromatic(100.0) / fresh spicy(89.1) / green(63.0) / citrus(50.2) / patchouli(48.1) / warm spicy(44.8),winter(47.8) / spring(39.4) / summer(22.4) / fall(5.2),day(100.0) / night(91.8),Unisex,"[30, 100]"
메종 프란시스 커정,724 오 드 퍼퓸,https://www.bysuco.com/product/show/23141,오 드 퍼퓸,화이트 플로랄 알데하이드 머스크,알데하이드 칼라브리안 베르가못,이집트 자스민 고광나무 스위트피,화이트 머스크 샌달우드,뉴욕의 이른 아침의 세탁소를 지나가며,white floral(100.0) / aldehydic(99.0) / musky(83.4) / citrus(76.3) / fresh(75.4) / powdery(70.2) / floral(66.7) / sweet(61.9) / fresh spicy(53.2) / woody(52.3),winter(58.2) / spring(29.2) / summer(15.5) / fall(24.1),day(95.7) / night(100.0),Unisex,[70]
메종 프란시스 커정,로 아 라 로즈 오 드 뚜왈렛,https://www.bysuco.com/product/show/23147,오 드 뚜왈렛,로즈 플로랄 프레쉬,리치 페어,다마스크 로즈 그라스 로즈 피오니 바이올렛,머스크,400송이 장미 부케를 연상시키는 한방울의 향기,rose(100.0) / aldehydic(60.6) / floral(51.0) / mineral(48.4) / citrus(33.5),winter(27.8) / spring(5.6) / summer(5.6) / fall(33.3),day(75.0) / night(58.3),Female,[35]
메종 프란시스 커정,바카라 루쥬 540 엑스뜨레 드 퍼퓸,https://www.bysuco.com/product/show/23137,퍼퓸,우디 앰버 웜 스파이시,비터 오렌지 샤프론,이집트 자스민 시더,앰버그리스 우디 노트 머스크,프란시스 커정이 선사하는 매혹적인 감각의 연금술,amber(100.0) / almond(99.6) / warm spicy(87.5) / woody(80.2) / animalic(76.3) / musky(76.1) / nutty(71.8) / fruity(64.8) / metallic(63.8) / white floral(63.4),winter(13.2) / spring(12.3) / summer(8.0) / fall(100.0),day(66.3) / night(35.7),Unisex,[35]
메종 프란시스 커정,바카라 루쥬 540 오 드 퍼퓸,https://www.bysuco.com/product/show/23134,오 드 퍼퓸,우디 앰버 웜 스파이시,샤프론 자스민,앰버우드 앰버그리스,퍼 레진 시더,프란시스 커정이 선사하는 매혹적인 감각의 연금술,woody(100.0) / amber(96.1) / warm spicy(70.2) / metallic(46.8) / fresh spicy(46.3) / aromatic(46.0) / white floral(45.4) / animalic(45.0) / fresh(44.2),winter(23.2) / spring(29.1) / summer(20.6) / fall(98.8),day(64.4) / night(42.2),Unisex,[35]
메종 프란시스 커정,쁘띠 마땅 오 드 퍼퓸,https://www.bysuco.com/product/show/3405865,오 드 퍼퓸,시트러스 머스크 화이트 플로,,,,새벽에 일어나 파리의 이른 아침의 유쾌한 상쾌한 향입니다.,citrus(100.0) / aromatic(89.9) / green(88.9) / fresh spicy(74.3) / fresh(37.4),winter(25.0) / spring(100.0) / summer(16.7) / fall(0.0),day(100.0) / night(100.0),Unisex,[35]
메종 프란시스 커정,아미리스 옴므 오 드 뚜왈렛,https://www.bysuco.com/product/show/1831993,오 드 뚜왈렛,아로마틱 우디 시트러스,시칠리안 만다린 로즈마리,아미리스 아이리스 밀크 초콜렛 코코넛 커피,통카 빈 아가우드,신선한 날에 소나무 밑에 서 있는 것 같은 느낌이 드는 향,white floral(100.0) / aromatic(70.5) / green(66.0) / fruity(65.0) / mossy(64.2) / rose(56.9) / earthy(53.9) / yellow floral(51.0) / balsamic(48.0),winter(40.1) / spring(36.5) / summer(5.4) / fall(22.5),day(100.0) / night(76.1),Male,[35]
메종 프란시스 커정,아쿠아 미디어 코롱 포르테 오 드 퍼퓸,https://www.bysuco.com/product/show/3405860,오 드 퍼퓸,시트러스 그린 프레쉬,버베나 베르가못,펜넬 헤디온,마차 티 머스크 우디 노트,머스크와 시트러스가 어우러져 활기차고 신선한 향,citrus(100.0) / fresh(89.2) / green(86.8) / soft spicy(85.5) / powdery(84.3) / floral(73.1) / musky(68.8) / fresh spicy(65.0) / woody(59.0) / anis(57.8),winter(45.5) / spring(22.0) / summer(13.3) / fall(6.2),day(76.7) / night(100.0),Unisex,"[35, 70]"
메종 프란시스 커정,아쿠아 비떼 오 드 뚜왈렛,https://www.bysuco.com/product/show/9803,오 드 뚜왈렛,시트러스 바닐라 우디,레몬 시칠리안 만다린 가이악우드,통카 빈 바닐라 자스민,헤디온,서로의 열기와 채움이 동시에 존재하는 향,warm spicy(100.0) / whiskey(90.5) / amber(86.8) / vanilla(67.8) / woody(64.1) / powdery(49.9) / cinnamon(48.9) / tobacco(48.9) / sweet(47.0),winter(20.0) / spring(0.0) / summer(0.0) / fall(83.3),day(33.3) / night(0.0),Unisex,[70]
메종 프란시스 커정,아쿠아 셀레스티아 오 드 뚜왈렛,https://www.bysuco.com/product/show/23154,오 드 뚜왈렛,그린 시트러스 아로마틱,라임 민트 블랙 커런트 네롤리,그린 노트 미모사 로즈,화이트 머스크,파란 하늘과 푸른 바다의 맑고 평온한 상쾌함을 담은 향,green(100.0) / citrus(76.8) / musky(61.0) / aromatic(59.8) / powdery(58.5) / fresh spicy(54.9) / fruity(50.5) / floral(50.2) / yellow floral(49.6) / sweet(47.3),winter(34.3) / spring(26.9) / summer(4.2) / fall(7.0),day(91.3) / night(100.0),Unisex,[70]
메종 프란시스 커정,아쿠아 유니버셜 오 드 뚜왈렛,https://www.bysuco.com/product/show/23151,오 드 뚜왈렛,시트러스 화이트 플로랄 프레쉬,,,,상쾌한 느낌의 관능적이고 부드러운 향,citrus(100.0) / white floral(75.0) / fresh(53.4) / musky(50.7) / aromatic(45.1) / green(44.1),winter(29.5) / spring(26.3) / summer(4.5) / fall(13.2),day(86.9) / night(100.0),Unisex,[70]
메종 프란시스 커정,아쿠아 유니버셜 포르떼 오 드 퍼퓸,https://www.bysuco.com/product/show/9804,오 드 퍼퓸,화이트 플로랄 시트러스 머스크,아말피 레몬 베르가못,화이트 플라워 자스민 로즈,머스크 우디 노트,피부에 떨어진 한 방울의 금빛 향,white floral(100.0) / citrus(95.1) / musky(59.3) / aromatic(49.4) / powdery(47.5) / animalic(44.1) / woody(44.1),winter(22.7) / spring(31.9) / summer(5.7) / fall(11.9),day(92.1) / night(97.6),Unisex,"[35, 70]"
메종 프란시스 커정,아폼 오 드 퍼퓸,https://www.bysuco.com/product/show/3405863,오 드 퍼퓸,화이트 플로랄 스위트 머스,,,,강렬하고 빛나며 관능적인 앰버릴 플로럴 향수입니다.,white floral(100.0) / sweet(92.5) / musky(85.9) / yellow floral(80.9) / lavender(78.1) / powdery(76.8) / amber(74.7) / vanilla(70.3) / citrus(65.0) / animalic(61.3),winter(54.4) / spring(31.6) / summer(12.0) / fall(52.4),day(100.0) / night(77.4),Unisex,[35]
메종 프란시스 커정,옴므 아 라 로즈 오 드 퍼퓸,https://www.bysuco.com/product/show/9359,오 드 퍼퓸,로즈 앰버 시트러스,,,,남성을 위한 장미에 대한 자유로운 해석,rose(100.0) / amber(95.6) / citrus(82.2) / woody(71.2) / aromatic(67.0) / herbal(53.9) / floral(51.0) / soft spicy(47.1) / musky(45.8) / fresh spicy(44.6),winter(28.9) / spring(18.5) / summer(10.0) / fall(21.6),day(100.0) / night(92.9),Male,"[70, 35]"
메종 프란시스 커정,우드 사틴 무드 엑스뜨레 드 퍼퓸,https://www.bysuco.com/product/show/23159,퍼퓸,로즈 오우드 파우더리,,,,새틴처럼 다듬어진 고농축의 오우드의 향,rose(100.0) / oud(88.7) / floral(56.4) / amber(50.3) / powdery(49.1) / vanilla(49.0) / violet(48.1) / woody(46.3),winter(9.5) / spring(3.2) / summer(3.2) / fall(100.0),day(50.0) / night(25.0),Unisex,[70]
메종 프란시스 커정,우드 사틴 무드 오 드 퍼퓸,https://www.bysuco.com/product/show/23157,오 드 퍼퓸,로즈 바닐라 오우드,,,,새틴처럼 다듬어진 오우드의 향,rose(100.0) / oud(88.7) / floral(56.4) / amber(50.3) / powdery(49.1) / vanilla(49.0) / violet(48.1) / woody(46.3),winter(9.5) / spring(3.2) / summer(3.2) / fall(100.0),day(50.0) / night(25.0),Unisex,"[70, 35]"
메종 프란시스 커정,우드 실크 무드 엑스뜨레 드 퍼퓸,https://www.bysuco.com/product/show/23163,퍼퓸,로즈 오우드 플로랄,,,,실크처럼 다듬어진 고농축의 오우드의 향,fruity(100.0) / sweet(82.6) / amber(70.8) / white floral(63.0) / warm spicy(62.9) / woody(61.9) / fresh(61.7) / fresh spicy(59.7) / citrus(57.0) / patchouli(55.7),winter(32.0) / spring(16.9) / summer(8.6) / fall(86.6),day(89.8) / night(59.9),Unisex,[70]
메종 프란시스 커정,우드 실크 무드 오 드 퍼퓸,https://www.bysuco.com/product/show/23162,오 드 퍼퓸,로즈 오우드 플로랄,불가리안 로즈 카모마일 베르가못,가이악우드 헤디온,아가우드 파피루스,실크와 장미 같은 매력적이고 신비로운 향,rose(100.0) / oud(87.7) / woody(80.7) / floral(80.4) / herbal(56.6) / fresh spicy(55.5) / green(50.2) / citrus(48.4) / aromatic(44.2),winter(39.5) / spring(36.5) / summer(12.3) / fall(100.0),day(57.2) / night(26.0),Unisex,[70]
메종 프란시스 커정,우드 엑스뜨레 드 퍼퓸,https://www.bysuco.com/product/show/23161,퍼퓸,웜 스파이시 오우드 우디,샤프론 엘레미 레진,바닐라 암브레트 아틀라스 시더,라오스 오우드 인도네시아 페출리 리프,신비로운 1000일 밤을 담은 고농축 오우드 향,citrus(100.0) / aromatic(80.5) / fresh spicy(59.8) / smoky(57.5) / rose(53.0) / oud(53.0) / cannabis(53.0) / amber(50.7),winter(0.0) / spring(0.0) / summer(0.0) / fall(100.0),day(0.0) / night(0.0),Unisex,[70]
메종 프란시스 커정,우드 오 드 퍼퓸,https://www.bysuco.com/product/show/3405868,오 드 퍼퓸,웜 스파이시 오우드 아로마틱,,,,신비로운 1000일 밤을 담은 향,woody(100.0) / rose(83.4) / oud(76.9) / aromatic(66.1) / fresh spicy(63.4) / earthy(63.2) / warm spicy(57.7) / soft spicy(52.5) / amber(50.8) / fruity(50.0),winter(18.4) / spring(7.1) / summer(3.1) / fall(100.0),day(81.1) / night(25.9),Unisex,[35]
메종 프란시스 커정,젠틀 플루이디티 골드 오 드 퍼퓸,https://www.bysuco.com/product/show/9358,오 드 퍼퓸,바닐라 파우더리 우디,,,,젠더리스한 머스키하고 오리엔탈한 향,vanilla(100.0) / powdery(71.0) / musky(68.8) / sweet(50.8) / fresh spicy(41.2),winter(24.9) / spring(15.0) / summer(3.8) / fall(89.1),day(80.0) / night(44.4),Unisex,[70]
메종 프란시스 커정,젠틀 플루이디티 실버 오 드 퍼퓸,https://www.bysuco.com/product/show/23166,오 드 퍼퓸,아로마틱 프레쉬 스파이시 우디,,,,젠더리스한 우디하고 아로마틱한 향,aromatic(100.0) / fresh spicy(97.4) / woody(74.3) / musky(41.0) / powdery(40.8),winter(22.4) / spring(15.2) / summer(5.6) / fall(30.3),day(100.0) / night(98.0),Unisex,[70]
멜린앤게츠,다크 럼 퍼퓸 오일,https://www.bysuco.com/product/show/23240,오 드 퍼퓸,프루티 레더 스위트,플럼 베르가못,럼 레더,앰버 밀크 페출리,베이럼에서 영감을 받아 전통적인 다크 스파이시향의 신선한 재창조가 돋보이는 향,sweet(100.0) / woody(56.1) / tropical(55.0) / coconut(50.2) / fruity(50.0) / rum(46.1),winter(25.0) / spring(25.0) / summer(5.0) / fall(25.0),day(50.0) / night(100.0),Unisex,[9]
멜린앤게츠,레더 퍼퓸 오일,https://www.bysuco.com/product/show/12383,오 드 퍼퓸,프루티 레더 스위트,페퍼 클로브 로투스,바이올렛 릴리오브더밸리 오키드,샌달우드 레더 시더,은은한 플로럴향과 부드러운 가죽의 우아한 향,floral(100.0) / patchouli(100.0) / green(76.7) / leather(76.7) / woody(72.0) / warm spicy(65.0) / earthy(58.0) / animalic(53.3) / balsamic(51.0),winter(0.0) / spring(100.0) / summer(0.0) / fall(0.0),day(100.0) / night(0.0),Unisex,[9]
멜린앤게츠,베르가못 오 드 퍼퓸,https://www.bysuco.com/product/show/32613,오 드 퍼퓸,시트러스 프레쉬 스파이시 아로마틱,베르가못 라임 레몬 자몽 그린 페퍼 만다린 오렌지,진저 블랙 페퍼 릴리오브더밸리 페퍼민트 카다멈,머스크 시더 우디 노트 앰버,시트러스 노트의 풍부한 복합성을 표현한 선명한 향,woody(100.0) / warm spicy(85.0) / powdery(77.1) / amber(56.5) / aromatic(52.7) / balsamic(50.9) / vanilla(49.9) / iris(44.9),winter(48.0) / spring(40.0) / summer(12.0) / fall(97.3),day(62.2) / night(32.4),Unisex,[50]
멜린앤게츠,브레인 데드 X 카나비스 퍼퓸 오일 리미티드 에디션,https://www.bysuco.com/product/show/32610,오 드 퍼퓸,우디 스파이시,블랙페어 베르가못,매그놀리아,패츌리 시더 샌달우드,오래도록 머무르는 연기를 떠오르게 하는 풍부한 흙내음,fresh spicy(100.0) / warm spicy(90.8) / sweet(86.9) / cacao(66.4) / chocolate(60.2) / earthy(55.7),winter(10.5) / spring(31.6) / summer(36.8) / fall(92.3),day(30.8) / night(19.2),Unisex,[9]
멜린앤게츠,스트로베리 오 드 퍼퓸,https://www.bysuco.com/product/show/32612,오 드 퍼퓸,그린 프루티 스위티,스트로베리 핑크페퍼 베르가못,그린 노트 밀크 자스민,머스크 오리스 시더 오크모스,스트로베리 향의 관념에 도전하는 다이나믹한 향,fruity(100.0) / sweet(96.3) / earthy(52.5) / amber(49.1) / floral(49.1) / vanilla(46.4),winter(50.2) / spring(30.4) / summer(9.7) / fall(18.8),day(100.0) / night(95.4),Unisex,[50]
멜린앤게츠,카나비스 오 드 퍼퓸,https://www.bysuco.com/product/show/32611,오 드 퍼퓸,우디 스파이시,블랙페어 베르가못,매그놀리아,패츌리 시더 샌달우드,오래도록 머무르는 연기를 떠오르게 하는 풍부한 흙내음,amber(100.0) / warm spicy(89.8) / floral(82.2) / musky(76.3) / fruity(75.2) / sweet(63.0) / woody(60.1) / tuberose(59.9) / vanilla(59.3) / balsamic(55.3),winter(28.2) / spring(26.2) / summer(20.5) / fall(93.9),day(61.7) / night(33.1),Unisex,[50]
멜린앤게츠,카나비스 퍼퓸 오일,https://www.bysuco.com/product/show/23239,오 드 퍼퓸,시트러스 페출리 우디,페퍼 무화과,레몬 오렌지,페출리 샌달우드,나른한 오후와 오래도록 머무르는 연기를 떠올리게 하는 풍부한 흙내음을 담은 향.,citrus(100.0) / patchouli(87.9) / woody(83.1) / warm spicy(79.2) / fresh spicy(77.8) / sweet(54.6) / earthy(53.2) / fruity(53.2) / balsamic(49.3) / aromatic(45.9),winter(13.5) / spring(25.0) / summer(1.9) / fall(50.0),day(94.4) / night(91.7),Unisex,[9]
미우미우,레 조 아 라 모드 로스트 인 그레이스 오 드 뚜왈렛,https://www.bysuco.com/product/show/33333,오 드 뚜왈렛,프루티 라벤더 아로마틱,페어,아이리스,시더우드,자존감이 돋보이는 관능미를 가진 여성을 표현한 향,warm spicy(100.0) / fresh spicy(83.5) / rose(73.6) / aromatic(65.4) / balsamic(63.9) / woody(62.1) / amber(62.0) / smoky(58.4) / patchouli(52.4) / green(51.1),winter(18.3) / spring(44.9) / summer(5.7) / fall(95.4),day(33.1) / night(24.9),Female,[50]
미우미우,미우 미우 오 드 퍼퓸,https://www.bysuco.com/product/show/33040,오 드 퍼퓸,화이트 플로랄 그린,릴리 오브 더 밸리 베르가못 레몬,그린 노트 로즈 자스민 블랙커런트 피치,아키갈라우드 화이트 머스크,은방울 꽃의 선사하는 우아하고 관능적인 향,white floral(100.0) / green(89.5) / fresh(61.7) / rose(58.7) / woody(57.7) / oud(57.0) / citrus(56.4) / floral(53.7) / musky(45.2),winter(15.0) / spring(45.6) / summer(2.8) / fall(19.6),day(97.8) / night(63.0),Female,"[50, 100]"
미우미우,미우미우 로 로제 오 드 뚜왈렛,https://www.bysuco.com/product/show/33320,오 드 뚜왈렛,프레쉬 플로랄 시트러스,카시스 베르가못 라임 레몬,릴리 오브 더 밸리 피오니 로즈 피치 페어,화이트 머스크 샌달우드 바닐라,은방울 꽃이 표현하는 활기찬 여성스러움,white floral(100.0) / green(89.5) / fresh(61.7) / rose(58.7) / woody(57.7) / oud(57.0) / citrus(56.4) / floral(53.7) / musky(45.2),winter(15.0) / spring(45.6) / summer(2.8) / fall(19.6),day(97.8) / night(63.0),Female,[50]
미우미우,미우미우 트위스트 오 드 퍼퓸,https://www.bysuco.com/product/show/33328,오 드 퍼퓸,플로랄 우디 앰버,애플 블로썸 베르가못 레드베리,머스크 바이올렛,시더 앰버 통카빈,뛰어노는 소녀의 이미지를 닮은 싱그럽고 따뜻한 향,floral(100.0) / woody(95.6) / powdery(80.2) / fruity(79.1) / amber(78.2) / citrus(77.4) / fresh(63.2) / aromatic(56.4) / musky(55.4) / sweet(55.1),winter(28.0) / spring(29.2) / summer(3.5) / fall(19.3),day(100.0) / night(75.0),Female,"[50, 100]"
미우미우,트위스트 오 드 뚜왈렛,https://www.bysuco.com/product/show/33326,오 드 뚜왈렛,시트러스 앰버 우디,만다린 오렌지 애플 블라썸,앰버,시더 통카빈,궁극의 상쾌함과 산뜻함을 느낄 수 있는 향수,citrus(100.0) / sweet(69.3) / fresh spicy(60.2) / woody(57.8) / floral(54.2) / fruity(53.2) / green(50.9) / powdery(48.0) / coconut(47.0) / conifer(45.9),winter(16.7) / spring(45.8) / summer(8.3) / fall(16.7),day(94.4) / night(100.0),Female,[50]
바이레도,나이트 베일스 렌 드 뉘 익스트레잇 드 퍼퓸,https://www.bysuco.com/product/show/224888,오 드 퍼퓸,웜 스파이시 로즈 프루티,블랙 커런트 샤프란,인센스 로즈,암브레트 시드 파출리,스파이시하고 머스키한 장미향으로 우아하며 장엄한 향기를 선사하는 향기,cacao(100.0) / warm spicy(99.5) / fruity(97.3) / patchouli(84.9) / woody(83.1) / rose(80.3) / floral(61.9) / soft spicy(53.5) / earthy(52.0) / balsamic(46.5),winter(31.7) / spring(14.6) / summer(7.3) / fall(95.8),day(38.1) / night(17.7),Unisex,[50]
바이레도,나이트 베일스 바닐 앙티끄 익스트레잇 드 퍼퓸,https://www.bysuco.com/product/show/224885,오 드 퍼퓸,앰버 바닐라 우디,프리지아 자두,앰버 캐시미어 우드,마다가스카르 바닐라 빈 시스투스 오일,희귀한 원료를 중심으로 예상치 못한 전개의 도전적인 향기,amber(100.0) / vanilla(80.8) / woody(73.1) / musky(68.0) / powdery(65.2) / sweet(56.1) / fruity(50.9),winter(27.9) / spring(17.6) / summer(10.3) / fall(100.0),day(25.3) / night(12.0),Unisex,[50]
바이레도,나이트 베일스 셀리에 익스트레잇 드 퍼퓸,https://www.bysuco.com/product/show/224889,오 드 퍼퓸,레더 우디 타바코,캐시메란 블랙 티,레더 어코드 담배 잎,자작나무 오크모스,오래된 책들의 세계 어두운 나무 선반 위에 놓여진 가죽 장정의 향기,fresh spicy(100.0) / amber(96.8) / citrus(88.1) / musky(81.8) / powdery(66.8) / woody(61.3) / aromatic(59.2) / fresh(49.0) / animalic(46.0) / earthy(44.6),winter(56.7) / spring(48.1) / summer(28.9) / fall(70.2),day(97.7) / night(73.8),Unisex,[50]
바이레도,나이트 베일스 카사블랑카 릴리 익스트레잇 드 퍼퓸,https://www.bysuco.com/product/show/224884,오 드 퍼퓸,화이트 플로랄 허니 스위트,자두 가데니아,카네이션 인디안 튜베로즈,로즈우드 허니 어코드,달콤한 허니와 플로럴향이 우아하면서 신비로움을 선사하는 향기,white floral(100.0) / honey(72.8) / sweet(72.0) / tuberose(70.1) / fruity(61.7) / floral(54.5) / animalic(53.9) / lactonic(45.2),winter(22.9) / spring(13.1) / summer(2.8) / fall(72.3),day(93.2) / night(68.9),Unisex,[50]
바이레도,나이트 베일스 토바코 만다린 익스트레잇 드 퍼퓸,https://www.bysuco.com/product/show/224886,오 드 퍼퓸,프레쉬 스파이시 타바코 앰버,고수 씨앗 만다린,라브다넘 가죽,올리바넘 우드 유향,우디 스파이시 시트러스의 블렌딩이 매혹적인 향기,fresh spicy(100.0) / tobacco(94.2) / amber(88.0) / citrus(74.4) / woody(72.5) / sweet(69.8) / leather(67.1) / animalic(65.8) / oud(61.5) / aromatic(54.3),winter(37.5) / spring(34.5) / summer(12.9) / fall(100.0),day(30.9) / night(14.4),Unisex,[50]
바이레도,데 로스 산토스 오 드 퍼퓸,https://www.bysuco.com/product/show/9449,오 드 퍼퓸,머스키 앰버 아로마틱,세이지 미라벨,아이리스 뿌리 시스투스 인카누스,머스크 올리바늄 암브록산,신선하면서도 아로마틱한 중독성 있는 여운을 주는 향,amber(100.0) / musky(98.8) / aromatic(96.8) / herbal(83.0) / powdery(72.8) / iris(71.1) / soft spicy(67.9) / fruity(52.7) / fresh spicy(50.4) / sweet(46.6),winter(41.7) / spring(33.8) / summer(8.9) / fall(44.6),day(95.2) / night(73.7),Unisex,"[50, 100]"
바이레도,데저트 던 오 드 퍼퓸,https://www.bysuco.com/product/show/3405849,오 드 퍼퓸,우디 파우더리 머스크,카다멈 로즈 폐탈,시더우드 샌달우드 캐롯 시드,파피루스 베티버 실크 머스크,스파이시하면서 따뜻하게 감싸주는,woody(100.0) / powdery(72.5) / musky(57.3) / warm spicy(49.9) / aromatic(47.1),winter(56.3) / spring(26.2) / summer(13.7) / fall(51.8),day(81.1) / night(56.1),Unisex,[50]
바이레도,라 튤립 오 드 퍼퓸,https://www.bysuco.com/product/show/9354,오 드 퍼퓸,플로랄 그린 소프트 스파이시,루바브 시클라멘 프리지아,핑크튤립,블론드 우드 베티버,튤립의 꽃봉오리처럼 활기 넘치고 낙천적인 향,floral(100.0) / green(85.4) / soft spicy(45.7) / fruity(43.1) / aromatic(42.6),winter(20.4) / spring(19.0) / summer(2.0) / fall(11.5),day(100.0) / night(52.6),Unisex,"[50, 100]"
바이레도,로즈 오브 노 맨즈 랜드 오 드 퍼퓸,https://www.bysuco.com/product/show/9308,오 드 퍼퓸,로즈 플로랄 소프트 스파이시,자몽 터키쉬 로즈페탈,로즈 앱솔루트,시트러스 모스 머스크,스파클링한 느낌으로 시작 되는 시크한 장미 향,rose(100.0) / floral(63.7) / soft spicy(53.7) / woody(52.3) / amber(50.0),winter(31.6) / spring(25.7) / summer(4.6) / fall(47.0),day(98.0) / night(57.8),Unisex,[100]
