brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
샤넬,넘버5 로 오 드 뚜왈렛,35ml,120000.0,https://www.bysuco.com/product/show/224912,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 파우더리 / 알데하이드\n\n[메인 노트]\n- 탑 노트: 레몬, 알데하이드, 라임, 베르가못, 네롤리, 만다린 오렌지, 오렌지\n- 미들 노트: 자스민, 일랑일랑, 5월의 장미\n- 베이스 노트: 화이트 머스크, 오리스, 시더, 바닐라\n\n[향 설명]\n- 여성의 향기를 담은 여성미의 진수,두 번째로 선보이는 N°5의 현대적 재해석",오 드 뚜왈렛,"시트러스, 파우더리, 알데하이드","레몬, 알데하이드, 라임, 베르가못, 네롤리, 만다린 오렌지, 오렌지","자스민, 일랑일랑, 5월의 장미","화이트 머스크, 오리스, 시더, 바닐라","여성의 향기를 담은 여성미의 진수,두 번째로 선보이는 N°5의 현대적 재해석",https://cf.bysuco.net/4f0588312af1374a3557e44b36a4b4de.jpg,detail:meta_og:image,
샤넬,넘버5 로 오 드 뚜왈렛,50ml,159000.0,https://www.bysuco.com/product/show/224912,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 파우더리 / 알데하이드\n\n[메인 노트]\n- 탑 노트: 레몬, 알데하이드, 라임, 베르가못, 네롤리, 만다린 오렌지, 오렌지\n- 미들 노트: 자스민, 일랑일랑, 5월의 장미\n- 베이스 노트: 화이트 머스크, 오리스, 시더, 바닐라\n\n[향 설명]\n- 여성의 향기를 담은 여성미의 진수,두 번째로 선보이는 N°5의 현대적 재해석",오 드 뚜왈렛,"시트러스, 파우더리, 알데하이드","레몬, 알데하이드, 라임, 베르가못, 네롤리, 만다린 오렌지, 오렌지","자스민, 일랑일랑, 5월의 장미","화이트 머스크, 오리스, 시더, 바닐라","여성의 향기를 담은 여성미의 진수,두 번째로 선보이는 N°5의 현대적 재해석",https://cf.bysuco.net/4f0588312af1374a3557e44b36a4b4de.jpg,detail:meta_og:image,
킬리안,보드카 온 더 락스 오 드 퍼퓸,50ml,288300.0,https://www.bysuco.com/product/show/10521,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 앰버 / 알데하이드\n\n[메인 노트]\n- 탑 노트: 코리안더, 알데하이드, 카다멈\n- 미들 노트: 루바브, 릴리오브더밸리, 핑크 로즈\n- 베이스 노트: 암브록산, 오크 모스, 샌달우드\n\n[향 설명]\n- 한여름밤 야외에서 얼음과 함께 담긴 보드카를 떠오르게 하는 향수",오 드 퍼퓸,"아로마틱, 앰버, 알데하이드","코리안더, 알데하이드, 카다멈","루바브, 릴리오브더밸리, 핑크 로즈","암브록산, 오크 모스, 샌달우드",한여름밤 야외에서 얼음과 함께 담긴 보드카를 떠오르게 하는 향수,https://cf.bysuco.net/27ca7fa804450944cc8d9e0eaad248c6_cvt.webp,detail:meta_og:image,
바이레도,인플로레센스 오 드 퍼퓸,50ml,207000.0,https://www.bysuco.com/product/show/9304,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄\n\n[메인 노트]\n- 탑 노트: 로즈페탈, 핑크 프리지아\n- 미들 노트: 매그놀리아, 릴리 오브 더 밸리\n- 베이스 노트: 프레시 자스민\n\n[향 설명]\n- 봄의 절정을 표현한 만개하는 꽃의 향",오 드 퍼퓸,플로랄,"로즈페탈, 핑크 프리지아","매그놀리아, 릴리 오브 더 밸리",프레시 자스민,봄의 절정을 표현한 만개하는 꽃의 향,https://cf.bysuco.net/c38186bd24edf606170b7baacf52bf9e.jpg,detail:meta_og:image,
바이레도,인플로레센스 오 드 퍼퓸,100ml,282400.0,https://www.bysuco.com/product/show/9304,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄\n\n[메인 노트]\n- 탑 노트: 로즈페탈, 핑크 프리지아\n- 미들 노트: 매그놀리아, 릴리 오브 더 밸리\n- 베이스 노트: 프레시 자스민\n\n[향 설명]\n- 봄의 절정을 표현한 만개하는 꽃의 향",오 드 퍼퓸,플로랄,"로즈페탈, 핑크 프리지아","매그놀리아, 릴리 오브 더 밸리",프레시 자스민,봄의 절정을 표현한 만개하는 꽃의 향,https://cf.bysuco.net/c38186bd24edf606170b7baacf52bf9e.jpg,detail:meta_og:image,
에르메스,떼르 데르메스 오 드 퍼퓸,15ml,43000.0,https://www.bysuco.com/product/show/9542,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 우디 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 오렌지, 그레이프 프룻\n- 미들 노트: 페퍼, 펠라고늄, 플린트\n- 베이스 노트: 베티버, 시더, 페출리, 벤조인\n\n[향 설명]\n- 강렬하고 따뜻한 우드가 부드러운 안식향 및 화사한 시소와 이루는 조화",오 드 퍼퓸,"시트러스, 우디, 프레쉬 스파이시","오렌지, 그레이프 프룻","페퍼, 펠라고늄, 플린트","베티버, 시더, 페출리, 벤조인",강렬하고 따뜻한 우드가 부드러운 안식향 및 화사한 시소와 이루는 조화,https://cf.bysuco.net/212bb6f2cc5b058bd9cfceb678a05bf3.jpg,detail:meta_og:image,
딥티크,오에도 오 드 뚜왈렛,50ml,139000.0,https://www.bysuco.com/product/show/10560,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 만다린, 유자, 레몬, 라임\n- 미들 노트: 타임\n- 베이스 노트: 우디 노트\n\n[향 설명]\n- 아시아에서 전해져온 감귤의 향을 지니고 있다고 하여 탄생한 향",오 드 뚜왈렛,"시트러스, 아로마틱, 프레쉬 스파이시","만다린, 유자, 레몬, 라임",타임,우디 노트,아시아에서 전해져온 감귤의 향을 지니고 있다고 하여 탄생한 향,https://cf.bysuco.net/c81cc4cba27d394a788eabf691fc265f_cvt.webp,detail:meta_og:image,
딥티크,오에도 오 드 뚜왈렛,100ml,205700.0,https://www.bysuco.com/product/show/10560,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 아로마틱 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 만다린, 유자, 레몬, 라임\n- 미들 노트: 타임\n- 베이스 노트: 우디 노트\n\n[향 설명]\n- 아시아에서 전해져온 감귤의 향을 지니고 있다고 하여 탄생한 향",오 드 뚜왈렛,"시트러스, 아로마틱, 프레쉬 스파이시","만다린, 유자, 레몬, 라임",타임,우디 노트,아시아에서 전해져온 감귤의 향을 지니고 있다고 하여 탄생한 향,https://cf.bysuco.net/c81cc4cba27d394a788eabf691fc265f_cvt.webp,detail:meta_og:image,
바이레도,영 로즈 오 드 퍼퓸,50ml,188000.0,https://www.bysuco.com/product/show/9448,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 머스키 / 로즈 / 플로랄\n\n[메인 노트]\n- 탑 노트: 암브레트 씨드, 쓰촨페퍼\n- 미들 노트: 오리스, 다마스크 로즈 오일\n- 베이스 노트: 모스크, 암브록산\n\n[향 설명]\n- 강렬한 시작과 감미로운 여운으로 마무리를 갖고 있는 로즈 향",오 드 퍼퓸,"머스키, 로즈, 플로랄","암브레트 씨드, 쓰촨페퍼","오리스, 다마스크 로즈 오일","모스크, 암브록산",강렬한 시작과 감미로운 여운으로 마무리를 갖고 있는 로즈 향,https://cf.bysuco.net/56f33584ae1542ea3bf61fc27e3ee099.jpg,detail:meta_og:image,
샤넬,가브리엘 샤넬 에쌍스 오 드 빠르펭,50ml,169000.0,https://www.bysuco.com/product/show/224918,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 시트러스 / 프루티\n\n[메인 노트]\n- 탑 노트: 사이트러스, 피치, 레드 프룻, 페티그레인\n- 미들 노트: 하이트 플로랄, 튜베로즈, 일랑일랑, 자스민, 오렌지 블로썸, 코코넛\n- 베이스 노트: 머스크, 바닐라, 샌달우드\n\n[향 설명]\n- 자신이 무엇을 원하는지 잘 알고 있고 자유롭게 자신의 생각을 표현하는 여성을 위한 향수",오 드 퍼퓸,"화이트 플로랄, 시트러스, 프루티","사이트러스, 피치, 레드 프룻, 페티그레인","하이트 플로랄, 튜베로즈, 일랑일랑, 자스민, 오렌지 블로썸, 코코넛","머스크, 바닐라, 샌달우드",자신이 무엇을 원하는지 잘 알고 있고 자유롭게 자신의 생각을 표현하는 여성을 위한 향수,https://cf.bysuco.net/048bc345b78fd546775710731e18c4b2.jpg,detail:meta_og:image,
딥티크,뗌포 오 드 퍼퓸,75ml,223400.0,https://www.bysuco.com/product/show/20885,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 우디 / 시트러스\n\n[메인 노트]\n- 싱글 노트: 페출리, 메이트, 클래어리 세이지, 핑크 페퍼, 바이올렛 리프, 베르가못\n\n[향 설명]\n- 적절한 무게감의 맑고 부드러움이 공존하는 나무 향",오 드 퍼퓸,"아로마틱, 우디, 시트러스",,,,적절한 무게감의 맑고 부드러움이 공존하는 나무 향,https://cf.bysuco.net/17b0ffcd58d3722905d53d4152df9036.jpg,detail:meta_og:image,
바이레도,데저트 던 오 드 퍼퓸,50ml,207200.0,https://www.bysuco.com/product/show/3405849,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 파우더리 / 머스크\n\n[메인 노트]\n- 탑 노트: 카다멈, 로즈 폐탈\n- 미들 노트: 시더우드, 샌달우드, 캐롯 시드\n- 베이스 노트: 파피루스, 베티버, 실크 머스크\n\n[향 설명]\n- 스파이시하면서 따뜻하게 감싸주는",오 드 퍼퓸,"우디, 파우더리, 머스크","카다멈, 로즈 폐탈","시더우드, 샌달우드, 캐롯 시드","파피루스, 베티버, 실크 머스크",스파이시하면서 따뜻하게 감싸주는,https://cf.bysuco.net/620781f22d2e88fb30d064a66213da60.jpg,detail:meta_og:image,
에르메스,오 드 루바브 에칼라트 오 드 코롱,100ml,139620.0,https://www.bysuco.com/product/show/97102,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 스위트 / 그린\n\n[메인 노트]\n- 탑 노트: 루바브\n- 미들 노트: 레드베리, 란타나\n- 베이스 노트: 화이트 머스크\n\n[향 설명]\n- 풀에 가까운 식물인 루바브의 유일하고 특별한 신선함을 새롭게 표현한 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 코롱,"프루티, 스위트, 그린",루바브,"레드베리, 란타나",화이트 머스크,풀에 가까운 식물인 루바브의 유일하고 특별한 신선함을 새롭게 표현한 향,https://cf.bysuco.net/1114c819b7937399bbeb88d91f5b6c36.webp,detail:meta_og:image,
르 라보,베르가못 22 오 드 퍼퓸,15ml,104000.0,https://www.bysuco.com/product/show/225454,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 아로마틱 / 우디\n\n[메인 노트]\n- 싱글 노트: 베르가못, 베티버, 자몽, 오렌지 블라썸, 페티그레인, 머스크, 시더, 바닐라, 앰버\n\n[향 설명]\n- 상큼한 자몽향으로 시작되어 후반부에 머스크가 올라오는 것이 매력적인 향",오 드 퍼퓸,"시트러스, 아로마틱, 우디",,,,상큼한 자몽향으로 시작되어 후반부에 머스크가 올라오는 것이 매력적인 향,https://cf.bysuco.net/9bf4d4da30d0f6d60e07ea2796a38178.jpg,detail:meta_og:image,
메종 프란시스 커정,바카라 루쥬 540 엑스뜨레 드 퍼퓸,35ml,280000.0,https://www.bysuco.com/product/show/23137,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 우디 / 앰버 / 웜 스파이시\n\n[메인 노트]\n- 탑 노트: 비터 오렌지, 샤프론\n- 미들 노트: 이집트 자스민, 시더\n- 베이스 노트: 앰버그리스, 우디 노트, 머스크\n\n[향 설명]\n- 프란시스 커정이 선사하는 매혹적인 감각의 연금술",퍼퓸,"우디, 앰버, 웜 스파이시","비터 오렌지, 샤프론","이집트 자스민, 시더","앰버그리스, 우디 노트, 머스크",프란시스 커정이 선사하는 매혹적인 감각의 연금술,https://cf.bysuco.net/172be97dbf186f3d8b9ee52c7d3d9afe.jpg,detail:meta_og:image,
샤넬,샹스 오 땅드르 오 드 퍼퓸,35ml,129000.0,https://www.bysuco.com/product/show/21141,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 프루티 / 시트러스\n\n[메인 노트]\n- 탑 노트: 모과, 그레이프 프룻\n- 미들 노트: 로즈, 자스민\n- 베이스 노트: 화이트 머스크\n\n[향 설명]\n- 한층 더 부드러워진 샹스의 재해석",오 드 퍼퓸,"로즈, 프루티, 시트러스","모과, 그레이프 프룻","로즈, 자스민",화이트 머스크,한층 더 부드러워진 샹스의 재해석,https://cf.bysuco.net/f1bdb5479cef90ee3c443db7a6ace539.jpg,detail:meta_og:image,
샤넬,샹스 오 땅드르 오 드 퍼퓸,50ml,168000.0,https://www.bysuco.com/product/show/21141,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 프루티 / 시트러스\n\n[메인 노트]\n- 탑 노트: 모과, 그레이프 프룻\n- 미들 노트: 로즈, 자스민\n- 베이스 노트: 화이트 머스크\n\n[향 설명]\n- 한층 더 부드러워진 샹스의 재해석",오 드 퍼퓸,"로즈, 프루티, 시트러스","모과, 그레이프 프룻","로즈, 자스민",화이트 머스크,한층 더 부드러워진 샹스의 재해석,https://cf.bysuco.net/f1bdb5479cef90ee3c443db7a6ace539.jpg,detail:meta_og:image,
크리드,엘라다리아 오 드 퍼퓸,30ml,239000.0,https://www.bysuco.com/product/show/3406311,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 머스크 / 파우더리\n\n[메인 노트]\n- 탑 노트: 만다린, 베르가못, 핑크페퍼\n- 미들 노트: 센티폴리아 장미, 다마스크장미, 장미 어코드, 피오니, 은방울꽃, 파우더리 노트\n- 베이스 노트: 머스크, 바닐라, 암브록산, 캐시미어 우드\n\n[향 설명]\n- 부드럽고 포근한 파스텔 부케 속에서 더욱 빛나는 우아한 장미 향\n\n새벽의 은빛 안개가 장미 꽃잎을 감싸며 꿈과 욕망이 어우러진 몽환적인 정원을 그려냅니다. \n'엘라다리아'는 부드러운 햇살과 꽃들의 속삭임 속에서 은은하게 퍼지는 빛을 담아낸 현대적인 장미 향을 선사합니다.\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"로즈, 머스크, 파우더리","만다린, 베르가못, 핑크페퍼","센티폴리아 장미, 다마스크장미, 장미 어코드, 피오니, 은방울꽃, 파우더리 노트","머스크, 바닐라, 암브록산, 캐시미어 우드",부드럽고 포근한 파스텔 부케 속에서 더욱 빛나는 우아한 장미 향 새벽의 은빛 안개가 장미 꽃잎을 감싸며 꿈과 욕망이 어우러진 몽환적인 정원을 그려냅니다. '엘라다리아'는 부드러운 햇살과 꽃들의 속삭임 속에서 은은하게 퍼지는 빛을 담아낸 현대적인 장미 향을 선사합니다.,https://cf.bysuco.net/cbd676d68b848de10ee9b6eb953ce413.webp,detail:meta_og:image,
딥티크,오르페옹 오 드 퍼퓸 리미티드,75ml,264700.0,https://www.bysuco.com/product/show/3405516,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 파우더리 / 우디 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 주니퍼 베리\n- 미들 노트: 자스민\n- 베이스 노트: 파우더리 노트, 시더, 통카 빈\n\n[향 설명]\n- 오래된 바의 추억을 흡수한 목재의 편안한 향과 피어오르는 타바코 연기 그리고 분가루 향내가 교차되는 분위기 있는 향",오 드 퍼퓸,"파우더리, 우디, 아로마틱",주니퍼 베리,자스민,"파우더리 노트, 시더, 통카 빈",오래된 바의 추억을 흡수한 목재의 편안한 향과 피어오르는 타바코 연기 그리고 분가루 향내가 교차되는 분위기 있는 향,https://cf.bysuco.net/e51ed43b91a872fa1513373cc18df57a.webp,detail:meta_og:image,
킬리안,코롱 쉴드 오브 프로텍션 오 드 퍼퓸,50ml,294200.0,https://www.bysuco.com/product/show/225392,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스, 아로마틱, 우디\n\n[메인 노트]\n- 탑 노트: 그린 만다린, 비터 오렌지, 민트\n- 미들 노트: 로즈마리, 페티그레인, 네롤리\n- 베이스 노트: 시더, 그린 수액, 캐시미어 우드\n\n[향 설명]\n- 순수함과 활력의 아우라처럼 몸 전체에 퍼지는 향입니다.\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"시트러스, 아로마틱, 우디","그린 만다린, 비터 오렌지, 민트","로즈마리, 페티그레인, 네롤리","시더, 그린 수액, 캐시미어 우드",순수함과 활력의 아우라처럼 몸 전체에 퍼지는 향입니다.,https://cf.bysuco.net/0e802f056dbd21fe4f123a1c57da6773.jpg,detail:meta_og:image,
킬리안,임페리얼 티 오 드 퍼퓸,50ml,245000.0,https://www.bysuco.com/product/show/3406007,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 화이트 플로랄 / 시트러\n\n[메인 노트]\n- 탑 노트 : 해초, 그린티, 베르가못\n- 미들 노트: 오렌지 블로썸, 프리지아, 자스민\n- 베이스 노트 : 화이트 머스, 베티버\n\n[향 설명]\n- 차 한잔을 마시는 듯한 신선하고 모던한 느낌을 선사하는 향.",오 드 퍼퓸,"아로마틱, 화이트 플로랄, 시트러","해초, 그린티, 베르가못","오렌지 블로썸, 프리지아, 자스민","화이트 머스, 베티버",차 한잔을 마시는 듯한 신선하고 모던한 느낌을 선사하는 향.,https://cf.bysuco.net/febf5db13c4e05c770b9b633c6ed3ed4.webp,detail:meta_og:image,
크리드,엘라다리아 오 드 퍼퓸,75ml,363820.0,https://www.bysuco.com/product/show/3406308,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 머스크 / 파우더리\n\n[메인 노트]\n- 탑 노트: 만다린, 베르가못, 핑크페퍼\n- 미들 노트: 센티폴리아 장미, 다마스크장미, 장미 어코드, 피오니, 은방울꽃, 파우더리 노트\n- 베이스 노트: 머스크, 바닐라, 암브록산, 캐시미어 우드\n\n[향 설명]\n- 부드럽고 포근한 파스텔 부케 속에서 더욱 빛나는 우아한 장미 향\n\n새벽의 은빛 안개가 장미 꽃잎을 감싸며 꿈과 욕망이 어우러진 몽환적인 정원을 그려냅니다. \n'엘라다리아'는 부드러운 햇살과 꽃들의 속삭임 속에서 은은하게 퍼지는 빛을 담아낸 현대적인 장미 향을 선사합니다.\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"로즈, 머스크, 파우더리","만다린, 베르가못, 핑크페퍼","센티폴리아 장미, 다마스크장미, 장미 어코드, 피오니, 은방울꽃, 파우더리 노트","머스크, 바닐라, 암브록산, 캐시미어 우드",부드럽고 포근한 파스텔 부케 속에서 더욱 빛나는 우아한 장미 향 새벽의 은빛 안개가 장미 꽃잎을 감싸며 꿈과 욕망이 어우러진 몽환적인 정원을 그려냅니다. '엘라다리아'는 부드러운 햇살과 꽃들의 속삭임 속에서 은은하게 퍼지는 빛을 담아낸 현대적인 장미 향을 선사합니다.,https://cf.bysuco.net/cbd676d68b848de10ee9b6eb953ce413.webp,detail:meta_og:image,
